,ine_code,cities_es/province
9873,34163,salinas_de_pisuerga/palencia
9874,34165,lagartos/palencia
9875,34167,ampudia/palencia
9876,34168,abia_de_las_torres/palencia
9877,34168,espinosa_de_villagonzalo/palencia
9878,34169,santervas_de_la_vega/palencia
9879,34170,aguilar_de_campoo/palencia
9880,34171,santibanez_de_la_pena/palencia
9881,34171,respenda_de_la_pena/palencia
9882,34171,congosto_de_valdavia/palencia
9883,34171,guardo/palencia
9885,34174,astudillo/palencia
9886,34175,nogal_de_las_huertas/palencia
9887,34176,calahorra_de_boedo/palencia
9888,34177,hontoria_de_cerrato/palencia
9889,34178,palenzuela/palencia
9890,34179,ayuela/palencia
9891,34180,tamara_de_campos/palencia
9892,34181,hontoria_de_cerrato/palencia
9893,34182,torquemada/palencia
9894,34184,baquerin_de_campos/palencia
9895,34185,cervera_de_pisuerga/palencia
9896,34186,valbuena_de_pisuerga/palencia
9897,34189,valdeolmillos/palencia
9898,34190,saldana/palencia
9899,34190,ayuela/palencia
9900,34192,valde_ucieza/palencia
9901,34196,hontoria_de_cerrato/palencia
9902,34199,velilla_del_rio_carrion/palencia
9903,34199,fresno_del_rio/palencia
9905,34201,alba_de_cerrato/palencia
9906,34202,villabasta_de_valdavia/palencia
9908,34204,boadilla_de_rioseco/palencia
9909,34205,cevico_navero/palencia
9910,34206,villada/palencia
9911,34206,boadilla_de_rioseco/palencia
9912,34208,villabasta_de_valdavia/palencia
9913,34210,palenzuela/palencia
9914,34211,abia_de_las_torres/palencia
9915,34211,marcilla_de_campos/palencia
9916,34213,cordovilla_la_real/palencia
9917,34214,fresno_del_rio/palencia
9918,34215,arconada/palencia
9919,34216,lagartos/palencia
9920,34217,amusco/palencia
9921,34218,pino_del_rio/palencia
9922,34218,santervas_de_la_vega/palencia
9923,34218,pedrosa_de_la_vega/palencia
9924,34220,mazariegos/palencia
9925,34221,valdeolmillos/palencia
9926,34222,calahorra_de_boedo/palencia
9927,34222,villameriel/palencia
9929,34223,renedo_de_la_vega/palencia
9930,34224,cardenosa_de_volpejera/palencia
9931,34225,villamuriel_de_cerrato/palencia
9932,34227,cardenosa_de_volpejera/palencia
9933,34228,barcena_de_campos/palencia
9934,34229,abia_de_las_torres/palencia
9935,34230,revenga_de_campos/palencia
9936,34231,pedrosa_de_la_vega/palencia
9937,34231,bustillo_de_la_vega/palencia
9938,34232,villarramiel/palencia
9939,34233,villasarracino/palencia
9940,34234,villabasta_de_valdavia/palencia
9941,34236,bustillo_del_paramo_de_carrion/palencia
9942,34237,mazariegos/palencia
9943,34237,grijota/palencia
9944,34238,baltanas/palencia
9945,34240,baquerin_de_campos/palencia
9946,34241,villodre/palencia
9947,34242,palenzuela/palencia
9948,34243,carrion_de_los_condes/palencia
9949,34245,pino_del_rio/palencia
9950,34245,santervas_de_la_vega/palencia
9951,34246,arconada/palencia
9952,34901,osorno_la_mayor/palencia
9953,34901,marcilla_de_campos/palencia
9954,34902,valle_del_retortillo/palencia
9955,34903,nogal_de_las_huertas/palencia
9956,34903,barcena_de_campos/palencia
9957,34903,loma_de_ucieza/palencia
9958,34903,valde_ucieza/palencia
9959,34904,la_pernia/palencia
9962,35001,agaete/las_palmas
9964,35002,aguimes/las_palmas
9969,35003,antigua/las_palmas
9974,35004,arrecife/las_palmas
9975,35005,artenara/las_palmas
9976,35006,arucas/las_palmas
9985,35007,betancuria/las_palmas
9986,35008,firgas/las_palmas
9990,35009,galdar/las_palmas
9997,35010,haria/las_palmas
10002,35011,ingenio/las_palmas
10005,35012,mogan/las_palmas
10012,35013,moya/las_palmas
10015,35013,galdar/las_palmas
10016,35013,arucas/las_palmas
10022,35014,la_oliva/las_palmas
10023,35014,galdar/las_palmas
10027,35015,pajara/las_palmas
10031,35016,las_palmas/las_palmas
10034,35016,telde/las_palmas
10040,35016,las_palmas_de_gran_canaria/las_palmas
10054,35017,antigua/las_palmas
10055,35017,betancuria/las_palmas
10056,35017,puerto_del_rosario/las_palmas
10060,35018,san_bartolome/las_palmas
10062,35019,mogan/las_palmas
10063,35019,antigua/las_palmas
10064,35019,san_bartolome_de_tirajana/las_palmas
10073,35019,aguimes/las_palmas
10075,35020,la_aldea_de_san_nicolas/las_palmas
10079,35021,santa_brigida/las_palmas
10085,35022,santa_lucia_de_tirajana/las_palmas
10086,35022,san_bartolome_de_tirajana/las_palmas
10087,35023,santa_maria_de_guia_de_gran_canaria/las_palmas
10091,35024,teguise/las_palmas
10092,35024,haria/las_palmas
10098,35024,san_bartolome/las_palmas
10099,35024,santa_maria_de_guia_de_gran_canaria/las_palmas
10101,35025,tejeda/las_palmas
10103,35026,telde/las_palmas
10104,35026,ingenio/las_palmas
10105,35026,las_palmas/las_palmas
10117,35027,teror/las_palmas
10121,35028,tias/las_palmas
10124,35029,san_bartolome/las_palmas
10125,35029,tinajo/las_palmas
10126,35030,tuineje/las_palmas
10127,35030,pajara/las_palmas
10130,35030,la_oliva/las_palmas
10131,35031,valsequillo_de_gran_canaria/las_palmas
10133,35032,valleseco/las_palmas
10136,35033,vega_de_san_mateo/las_palmas
10140,35034,yaiza/las_palmas
10142,36001,arbo/pontevedra
10149,36002,barro/pontevedra
10154,36003,baiona/pontevedra
10159,36004,bueu/pontevedra
10163,36005,caldas_de_reis/pontevedra
10170,36006,cambados/pontevedra
10175,36007,campo_lameiro/pontevedra
10179,36008,cangas/pontevedra
10184,36009,a_caniza/pontevedra
10192,36010,catoira/pontevedra
10193,36011,cerdedo_cotobade/pontevedra
10194,36011,campo_lameiro/pontevedra
10197,36011,forcarei/pontevedra
10198,36012,cerdedo_cotobade/pontevedra
10201,36012,ponte_caldelas/pontevedra
10206,36013,covelo/pontevedra
10211,36013,a_caniza/pontevedra
10212,36014,crecente/pontevedra
10213,36014,a_caniza/pontevedra
10220,36015,cuntis/pontevedra
10225,36016,dozon/pontevedra
10227,36017,a_estrada/pontevedra
10242,36018,forcarei/pontevedra
10251,36019,fornelos_de_montes/pontevedra
10259,36020,agolada/pontevedra
10267,36021,gondomar/pontevedra
10272,36022,o_grove/pontevedra
10276,36023,a_guarda/pontevedra
10279,36024,lalin/pontevedra
10284,36024,dozon/pontevedra
10291,36024,agolada/pontevedra
10292,36025,a_lama/pontevedra
10300,36026,marin/pontevedra
10307,36027,meano/pontevedra
10311,36028,meis/pontevedra
10314,36029,moana/pontevedra
10320,36030,mondariz/pontevedra
10323,36030,fornelos_de_montes/pontevedra
10324,36030,covelo/pontevedra
10327,36031,mondariz_balneario/pontevedra
10328,36032,morana/pontevedra
10332,36033,mos/pontevedra
10337,36034,as_neves/pontevedra
10342,36035,nigran/pontevedra
10348,36036,baiona/pontevedra
10349,36036,oia/pontevedra
10351,36037,pazos_de_borben/pontevedra
10357,36038,pontevedra/pontevedra
10378,36039,o_porrino/pontevedra
10379,36039,mos/pontevedra
10386,36040,barro/pontevedra
10387,36040,portas/pontevedra
10388,36040,a_estrada/pontevedra
10390,36041,poio/pontevedra
10392,36041,pontevedra/pontevedra
10394,36042,ponteareas/pontevedra
10395,36042,a_estrada/pontevedra
10409,36043,ponte_caldelas/pontevedra
10415,36043,a_lama/pontevedra
10416,36044,pontecesures/pontevedra
10418,36045,redondela/pontevedra
10419,36045,pazos_de_borben/pontevedra
10430,36046,cambados/pontevedra
10431,36046,ribadumia/pontevedra
10432,36046,meano/pontevedra
10433,36047,rodeiro/pontevedra
10435,36047,lalin/pontevedra
10438,36048,o_rosal/pontevedra
10441,36049,salceda_de_caselas/pontevedra
10446,36049,o_porrino/pontevedra
10448,36050,salvaterra_de_mino/pontevedra
10454,36051,sanxenxo/pontevedra
10456,36051,meano/pontevedra
10460,36052,silleda/pontevedra
10472,36053,pontevedra/pontevedra
10473,36053,soutomaior/pontevedra
10474,36054,tomino/pontevedra
10484,36054,salceda_de_caselas/pontevedra
10486,36055,tui/pontevedra
10493,36055,salceda_de_caselas/pontevedra
10496,36056,valga/pontevedra
10499,36057,vigo/pontevedra
10526,36058,vilaboa/pontevedra
10529,36059,silleda/pontevedra
10530,36059,vila_de_cruces/pontevedra
10531,36059,lalin/pontevedra
10541,36060,vilagarcia_de_arousa/pontevedra
10549,36061,vilanova_de_arousa/pontevedra
10550,36061,meis/pontevedra
10554,36061,vilagarcia_de_arousa/pontevedra
10555,36901,a_illa_de_arousa/pontevedra
10556,37001,abusejo/salamanca
10557,37002,agallas/salamanca
10558,37003,ahigal_de_los_aceiteros/salamanca
10559,37004,ahigal_de_villarino/salamanca
10560,37005,la_alameda_de_gardon/salamanca
10561,37006,la_alamedilla/salamanca
10562,37007,alaraz/salamanca
10563,37008,alba_de_tormes/salamanca
10567,37009,alba_de_yeltes/salamanca
10568,37010,la_alberca/salamanca
10569,37011,la_albergueria_de_arganan/salamanca
10570,37012,alconada/salamanca
10571,37013,aldeacipreste/salamanca
10572,37014,aldeadavila_de_la_ribera/salamanca
10575,37015,aldea_del_obispo/salamanca
10576,37016,aldealengua/salamanca
10577,37017,aldeanueva_de_figueroa/salamanca
10578,37018,aldeanueva_de_la_sierra/salamanca
10579,37019,aldearrodrigo/salamanca
10580,37020,aldearrubia/salamanca
10581,37021,aldeaseca_de_alba/salamanca
10582,37022,aldeaseca_de_la_frontera/salamanca
10583,37023,aldeatejada/salamanca
10588,37024,aldeavieja_de_tormes/salamanca
10589,37025,aldehuela_de_la_boveda/salamanca
10591,37026,alba_de_yeltes/salamanca
10592,37026,aldehuela_de_yeltes/salamanca
10593,37027,almenara_de_tormes/salamanca
10594,37028,almendra/salamanca
10595,37029,anaya_de_alba/salamanca
10597,37030,anover_de_tormes/salamanca
10598,37031,arabayona_de_mogica/salamanca
10599,37032,aldeatejada/salamanca
10600,37032,arapiles/salamanca
10603,37033,aldeanueva_de_figueroa/salamanca
10604,37034,aldearrodrigo/salamanca
10605,37035,armenteros/salamanca
10609,37036,san_miguel_del_robledo/salamanca
10611,37037,aldeatejada/salamanca
10612,37038,babilafuente/salamanca
10613,37039,banobarez/salamanca
10614,37040,barbadillo/salamanca
10615,37040,aldeatejada/salamanca
10616,37041,barbalos/salamanca
10617,37042,barceo/salamanca
10618,37044,barruecopardo/salamanca
10619,37045,aldeanueva_de_la_sierra/salamanca
10620,37046,bejar/salamanca
10622,37046,arapiles/salamanca
10623,37047,belena/salamanca
10624,37049,bermellar/salamanca
10625,37050,berrocal_de_huebra/salamanca
10626,37051,berrocal_de_salvatierra/salamanca
10627,37052,boada/salamanca
10628,37054,el_bodon/salamanca
10629,37055,bermellar/salamanca
10630,37056,aldea_del_obispo/salamanca
10631,37057,boveda_del_rio_almar/salamanca
10632,37058,barceo/salamanca
10633,37059,buenamadre/salamanca
10635,37060,belena/salamanca
10636,37061,aldeanueva_de_la_sierra/salamanca
10637,37062,cabezabellosa_de_la_calzada/salamanca
10638,37063,la_cabeza_de_bejar/salamanca
10639,37065,cabeza_del_caballo/salamanca
10640,37067,cabrerizos/salamanca
10642,37068,cabrillas/salamanca
10643,37069,calvarrasa_de_abajo/salamanca
10644,37070,calvarrasa_de_arriba/salamanca
10645,37071,la_calzada_de_bejar/salamanca
10646,37072,barbadillo/salamanca
10647,37072,calzada_de_don_diego/salamanca
10648,37073,calzada_de_valdunciel/salamanca
10649,37074,campillo_de_azaba/salamanca
10650,37077,aldeaseca_de_la_frontera/salamanca
10651,37078,candelario/salamanca
10652,37079,canillas_de_abajo/salamanca
10653,37079,calzada_de_don_diego/salamanca
10655,37080,cantagallo/salamanca
10656,37081,cantalapiedra/salamanca
10657,37082,cantalpino/salamanca
10658,37083,cantaracillo/salamanca
10659,37085,carbajosa_de_la_sagrada/salamanca
10660,37085,calvarrasa_de_arriba/salamanca
10661,37085,salamanca/salamanca
10662,37085,arapiles/salamanca
10663,37086,la_alameda_de_gardon/salamanca
10664,37087,aldeatejada/salamanca
10665,37087,carrascal_de_barregas/salamanca
10670,37088,carrascal_de_barregas/salamanca
10671,37088,berrocal_de_huebra/salamanca
10672,37089,casafranca/salamanca
10673,37090,san_miguel_del_robledo/salamanca
10674,37091,casillas_de_flores/salamanca
10675,37092,castellanos_de_moriscos/salamanca
10676,37096,castillejo_de_martin_viejo/salamanca
10678,37097,castraz/salamanca
10679,37098,cepeda/salamanca
10680,37099,aldeanueva_de_la_sierra/salamanca
10681,37100,aldeadavila_de_la_ribera/salamanca
10682,37101,cerralbo/salamanca
10683,37101,bermellar/salamanca
10684,37102,el_cerro/salamanca
10687,37103,cespedosa_de_tormes/salamanca
10688,37104,aldeanueva_de_la_sierra/salamanca
10689,37106,ciperez/salamanca
10691,37107,carrascal_de_barregas/salamanca
10692,37107,ciudad_rodrigo/salamanca
10694,37107,aldeatejada/salamanca
10698,37108,coca_de_alba/salamanca
10699,37109,colmenar_de_montemayor/salamanca
10700,37110,cordovilla/salamanca
10701,37112,cristobal/salamanca
10702,37113,el_cubo_de_don_sancho/salamanca
10703,37113,buenamadre/salamanca
10704,37114,chagarcia_medianero/salamanca
10705,37115,alba_de_yeltes/salamanca
10706,37116,canillas_de_abajo/salamanca
10707,37116,doninos_de_ledesma/salamanca
10710,37117,carrascal_de_barregas/salamanca
10712,37118,ejeme/salamanca
10713,37119,la_encina/salamanca
10714,37120,encina_de_san_silvestre/salamanca
10715,37121,encinas_de_abajo/salamanca
10716,37121,alba_de_tormes/salamanca
10717,37122,alba_de_tormes/salamanca
10718,37123,encinasola_de_los_comendadores/salamanca
10719,37124,endrinal/salamanca
10721,37125,escurial_de_la_sierra/salamanca
10722,37126,espadana/salamanca
10723,37127,la_alameda_de_gardon/salamanca
10724,37128,espino_de_la_orbada/salamanca
10725,37129,carrascal_de_barregas/salamanca
10726,37130,forfoleda/salamanca
10727,37131,endrinal/salamanca
10728,37132,la_fregeneda/salamanca
10729,37133,fresnedoso/salamanca
10730,37134,belena/salamanca
10731,37135,la_fuente_de_san_esteban/salamanca
10734,37135,buenamadre/salamanca
10736,37136,fuenteguinaldo/salamanca
10737,37137,bermellar/salamanca
10738,37138,fuenterroble_de_salvatierra/salamanca
10739,37139,fuentes_de_bejar/salamanca
10740,37140,fuentes_de_onoro/salamanca
10743,37141,gajates/salamanca
10744,37141,encinas_de_abajo/salamanca
10745,37142,carrascal_de_barregas/salamanca
10747,37143,galinduste/salamanca
10749,37144,ejeme/salamanca
10750,37145,la_alameda_de_gardon/salamanca
10751,37146,gallegos_de_solmiron/salamanca
10752,37147,garcibuey/salamanca
10753,37148,encinas_de_abajo/salamanca
10754,37148,garcihernandez/salamanca
10755,37149,buenamadre/salamanca
10756,37149,aldehuela_de_la_boveda/salamanca
10757,37150,encina_de_san_silvestre/salamanca
10758,37151,carrascal_de_barregas/salamanca
10759,37152,gomecello/salamanca
10760,37154,cabrerizos/salamanca
10761,37155,guijo_de_avila/salamanca
10762,37156,berrocal_de_salvatierra/salamanca
10763,37156,bejar/salamanca
10764,37156,guijuelo/salamanca
10766,37157,agallas/salamanca
10767,37157,herguijuela_de_ciudad_rodrigo/salamanca
10768,37158,herguijuela_de_la_sierra/salamanca
10770,37159,escurial_de_la_sierra/salamanca
10771,37160,hinojosa_de_duero/salamanca
10772,37161,horcajo_de_montemayor/salamanca
10773,37162,horcajo_medianero/salamanca
10776,37163,cantagallo/salamanca
10777,37164,huerta/salamanca
10778,37165,barceo/salamanca
10779,37166,ituero_de_azaba/salamanca
10780,37167,almenara_de_tormes/salamanca
10781,37168,el_cerro/salamanca
10782,37169,larrodrigo/salamanca
10783,37170,ledesma/salamanca
10784,37170,anover_de_tormes/salamanca
10787,37171,ledrada/salamanca
10788,37172,linares_de_riofrio/salamanca
10789,37173,lumbrales/salamanca
10790,37174,macotera/salamanca
10791,37175,alba_de_tormes/salamanca
10792,37176,herguijuela_de_la_sierra/salamanca
10793,37177,aldeanueva_de_la_sierra/salamanca
10794,37178,malpartida/salamanca
10795,37179,mancera_de_abajo/salamanca
10796,37180,el_manzano/salamanca
10797,37181,agallas/salamanca
10798,37182,ejeme/salamanca
10799,37183,castraz/salamanca
10800,37183,martin_de_yeltes/salamanca
10801,37184,aldeadavila_de_la_ribera/salamanca
10802,37185,castellanos_de_villiquera/salamanca
10803,37185,doninos_de_ledesma/salamanca
10804,37185,calzada_de_valdunciel/salamanca
10805,37186,carrascal_de_barregas/salamanca
10806,37186,doninos_de_ledesma/salamanca
10807,37186,canillas_de_abajo/salamanca
10808,37187,matilla_de_los_canos_del_rio/salamanca
10810,37188,la_maya/salamanca
10811,37189,endrinal/salamanca
10812,37190,mieza/salamanca
10813,37191,encinasola_de_los_comendadores/salamanca
10814,37192,aldeatejada/salamanca
10815,37193,miranda_del_castanar/salamanca
10816,37194,mogarraz/salamanca
10817,37195,molinillo/salamanca
10818,37196,monforte_de_la_sierra/salamanca
10819,37197,endrinal/salamanca
10820,37198,el_manzano/salamanca
10821,37199,monsagro/salamanca
10822,37200,berrocal_de_salvatierra/salamanca
10823,37201,montemayor_del_rio/salamanca
10824,37202,castellanos_de_villiquera/salamanca
10825,37203,monterrubio_de_la_sierra/salamanca
10826,37204,ciudad_rodrigo/salamanca
10827,37205,aldeatejada/salamanca
10828,37206,cordovilla/salamanca
10829,37207,moriscos/salamanca
10830,37208,moronta/salamanca
10831,37208,cabrerizos/salamanca
10832,37208,ciperez/salamanca
10833,37209,aldeatejada/salamanca
10835,37209,mozarbez/salamanca
10836,37209,arapiles/salamanca
10837,37211,narros_de_matalayegua/salamanca
10838,37211,berrocal_de_huebra/salamanca
10839,37212,cantagallo/salamanca
10840,37213,nava_de_bejar/salamanca
10841,37214,san_miguel_del_robledo/salamanca
10842,37215,nava_de_sotrobal/salamanca
10843,37216,navales/salamanca
10844,37217,navalmoral_de_bejar/salamanca
10845,37218,navamorales/salamanca
10846,37219,barbalos/salamanca
10847,37221,navasfrias/salamanca
10848,37222,forfoleda/salamanca
10849,37223,bermellar/salamanca
10850,37223,olmedo_de_camaces/salamanca
10851,37224,la_orbada/salamanca
10853,37225,la_orbada/salamanca
10855,37226,anover_de_tormes/salamanca
10856,37228,palaciosrubios/salamanca
10857,37229,forfoleda/salamanca
10858,37230,carrascal_de_barregas/salamanca
10860,37231,espino_de_la_orbada/salamanca
10861,37232,paradinas_de_san_juan/salamanca
10862,37233,agallas/salamanca
10863,37234,el_payo/salamanca
10864,37235,navales/salamanca
10865,37236,pedrosillo_de_alba/salamanca
10866,37237,endrinal/salamanca
10867,37237,monterrubio_de_la_sierra/salamanca
10868,37237,pedrosillo_de_los_aires/salamanca
10870,37238,la_orbada/salamanca
10871,37239,el_pedroso_de_la_armuna/salamanca
10872,37240,calvarrasa_de_abajo/salamanca
10873,37241,buenamadre/salamanca
10875,37242,pelayos/salamanca
10876,37242,ejeme/salamanca
10877,37243,cabeza_del_caballo/salamanca
10878,37244,montemayor_del_rio/salamanca
10879,37245,penaparda/salamanca
10880,37246,penaranda_de_bracamonte/salamanca
10881,37247,penarandilla/salamanca
10882,37248,ciperez/salamanca
10883,37249,ciperez/salamanca
10884,37250,perena_de_la_ribera/salamanca
10885,37251,peromingo/salamanca
10886,37252,horcajo_de_montemayor/salamanca
10887,37253,carrascal_de_barregas/salamanca
10888,37254,cabezabellosa_de_la_calzada/salamanca
10889,37255,berrocal_de_salvatierra/salamanca
10890,37256,palaciosrubios/salamanca
10891,37257,ciperez/salamanca
10892,37258,puebla_de_azaba/salamanca
10894,37259,peromingo/salamanca
10895,37260,puebla_de_yeltes/salamanca
10896,37261,puente_del_congosto/salamanca
10897,37261,cespedosa_de_tormes/salamanca
10898,37262,puertas/salamanca
10899,37263,el_cerro/salamanca
10901,37264,aldea_del_obispo/salamanca
10902,37265,paradinas_de_san_juan/salamanca
10903,37266,la_redonda/salamanca
10904,37267,retortillo/salamanca
10905,37267,cabrerizos/salamanca
10906,37268,barbalos/salamanca
10907,37269,robleda/salamanca
10908,37270,canillas_de_abajo/salamanca
10909,37270,robliza_de_cojos/salamanca
10910,37271,rollan/salamanca
10911,37272,castillejo_de_martin_viejo/salamanca
10912,37273,la_sagrada/salamanca
10913,37274,salamanca/salamanca
10921,37275,saldeana/salamanca
10922,37276,salmoral/salamanca
