
| IDCENTR |                        NOMBRE                         |  IDAREA   | IDZONAB | TIPOC |     DIRECCION     |     LOCALIDAD     |     TELEFONO      | ESDOCE |       CODMU       |        CP         |     D_GESTION     |   C_GESTION_ID    |
| 117002  | COLMENAR VIEJO NORTE                                  |      8647 |   22473 |     1 | PLAZA DE LOS      | COLMENAR VIEJO    | 918462302         | N      |            280455 | 28770             | SERVICIO          |                 1 |

| 117003  | COLMENAR VIEJO SUR                                    |      8647 |   24019 |     1 | C/ DR. DE LA      | COLMENAR VIEJO    | 918451212         | N      |            280455 | 28770             | SERVICIO          |                 1 |

| 117058  | COLLADO MEDIANO                                       |      8649 |   25222 |     2 | C/ ZARZA, Nº 6    | COLLADO MEDIANO   | 918598172         | N      |            280468 | 28450             | SERVICIO          |                 1 |

| 117052  | COLLADO VILLALBA ESTACIÓN                             |      8649 |   24007 |     1 | C/ MADROÑOS, Nº 5 | COLLADO VILLALBA  | 918508898         | N      |            280474 | 28400             | SERVICIO          |                 1 |

| 117053  | COLLADO VILLALBA PUEBLO                               |      8649 |   24008 |     1 | C/ FUENTE DEL     | COLLADO VILLALBA  | 918519957         | N      |            280474 | 28400             | SERVICIO          |                 1 |

| 117056  | SIERRA DE GUADARRAMA                                  |      8649 |   24009 |     1 | C/ IGNACIO        | COLLADO VILLALBA  | 918497136         | N      |            280474 | 28400             | SERVICIO          |                 1 |

| 117556  | CORPA                                                 |      8645 |   22432 |     2 | PLAZA DE ESPAÑA,  | CORPA             | 918859701         | N      |            280480 | 28811             | SERVICIO          |                 1 |

| 117515  | DR. TAMAMES                                           |      8643 |   22409 |     1 | C/ ALAMEDA, Nº 1  | COSLADA           | 916741017         | S      |            280493 | 28821             | SERVICIO          |                 1 |

| 117516  | JAIME VERA                                            |      8643 |   22410 |     1 | AVDA. DE ESPAÑA,  | COSLADA           | 916737815         | S      |            280493 | 28822             | SERVICIO          |                 1 |

| 117517  | VALLEAGUADO                                           |      8643 |   22411 |     1 | AVDA. PRÍNCIPE DE | COSLADA           | 916690024         | S      |            280493 | 28823             | SERVICIO          |                 1 |

| 117518  | LA ESTACIÓN                                           |      8643 |   22411 |     2 | AV DE SAN PABLO,  | COSLADA           | 916739907         | N      |            280493 | 28823             | SERVICIO          |                 1 |

| 117519  | CIUDAD SAN PABLO                                      |      8643 |   22412 |     1 | AVDA. DE MADRID,  | COSLADA           | 916737100         | S      |            280493 | 28822             | SERVICIO          |                 1 |

| 128197  | EL PUERTO                                             |      8643 |   24032 |     1 | C/ OCÉANO         | COSLADA           | 916748081         | S      |            280493 | 28821             | SERVICIO          |                 1 |

| 117157  | CUBAS DE LA SAGRA                                     |      8653 |   22569 |     2 | C/ SAN ISIDRO, Nº | CUBAS DE LA SAGRA | 918140775         | N      |            280506 | 28978             | SERVICIO          |                 1 |

| 117123  | CHAPINERÍA                                            |      8651 |   22548 |     2 | C/ MADRID, Nº 19  | CHAPINERÍA        | 918652270         | N      |            280513 | 28694             | SERVICIO          |                 1 |

| 117184  | CHINCHÓN                                              |      8653 |   22590 |     2 | C/ ÁLVAREZ GATO,  | CHINCHÓN          | 918940736         | N      |            280528 | 28370             | SERVICIO          |                 1 |

| 117594  | DAGANZO DE ARRIBA                                     |      8647 |   22465 |     2 | C/ GARCILASO DE   | DAGANZO DE ARRIBA | 918845355         | N      |            280534 | 28814             | SERVICIO          |                 1 |

| 117049  | EL ESCORIAL                                           |      8649 |   25221 |     2 | C/ JULIANA, Nº 1  | EL ESCORIAL       | 918901914         | N      |            280549 | 28280             | SERVICIO          |                 1 |

| 117051  | LOS ARROYOS                                           |      8649 |   25221 |     2 | C/ DIECISEIS, Nº  | EL ESCORIAL       | 918532173         | N      |            280549 | 28292             | SERVICIO          |                 1 |

| 117468  | ESTREMERA                                             |      8643 |   22381 |     2 | C/ DR. JOSÉ       | ESTREMERA         | 918721488         | N      |            280552 | 28595             | SERVICIO          |                 1 |

| 117064  | FRESNEDILLAS DE LA OLIVA                              |      8649 |   22502 |     2 | C/ REAL, Nº  58   | FRESNEDILLAS DE   | 918989121         | N      |            280565 | 28214             | SERVICIO          |                 1 |

| 117597  | SERRACINES                                            |      8647 |   22465 |     2 | CAMINO DE         | FRESNO DE TOROTE  | 918791444         | N      |            280571 | 28815             | SERVICIO          |                 1 |

| 117144  | CUZCO                                                 |      8651 |   22561 |     1 | C/ CUZCO, Nº 10   | FUENLABRADA       | 916098595         | S      |            280587 | 28945             | SERVICIO          |                 1 |

| 117145  | ALICANTE                                              |      8651 |   22562 |     1 | C/ ALICANTE, Nº 3 | FUENLABRADA       | 916061212         | S      |            280587 | 28945             | SERVICIO          |                 1 |

| 117146  | CASTILLA LA NUEVA                                     |      8651 |   22563 |     1 | C/ TERUEL, Nº 4   | FUENLABRADA       | 916067012         | S      |            280587 | 28945             | SERVICIO          |                 1 |

| 117147  | EL NARANJO                                            |      8651 |   22564 |     1 | C/ AVILÉS, Nº 2   | FUENLABRADA       | 916073425         | S      |            280587 | 28942             | SERVICIO          |                 1 |

| 117148  | PANADERAS                                             |      8651 |   22565 |     1 | C/ PANADERAS, Nº  | FUENLABRADA       | 916150315         | S      |            280587 | 28944             | SERVICIO          |                 1 |

| 117149  | FRANCIA                                               |      8651 |   22566 |     1 | C/ FRANCIA, Nº 38 | FUENLABRADA       | 916083580         | S      |            280587 | 28943             | SERVICIO          |                 1 |

| 117150  | PARQUE LORANCA                                        |      8651 |   22567 |     1 | C/ ALEGRÍA, Nº 2  | FUENLABRADA       | 916893375         | N      |            280587 | 28942             | SERVICIO          |                 1 |

| 117151  | PARQUE MIRAFLORES                                     |      8651 |   22567 |     2 | URB. PARQUE       | FUENLABRADA       | 914969907         | N      |            280587 | 28942             | SERVICIO          |                 1 |

| 117601  | FUENTE EL SAZ                                         |      8647 |   25212 |     2 | CL ALMEDRALEJOS,  | FUENTE EL SAZ DE  | 916201108         | N      |            280590 | 28140             | SERVICIO          |                 1 |

| 117469  | FUENTIDUEÑA DE TAJO                                   |      8643 |   22381 |     2 | C/ DEL BOLEO, Nº  | FUENTIDUEÑA DE    | 918728278         | N      |            280604 | 28597             | SERVICIO          |                 1 |

| 117046  | GALAPAGAR                                             |      8649 |   22497 |     1 | AVDA. VÍCTIMAS    | GALAPAGAR         | 918581029         | S      |            280611 | 28260             | SERVICIO          |                 1 |

| 116930  | EL CUADRÓN                                            |      8647 |   22471 |     2 | C/ LA REINA, Nº   | GARGANTA DE LOS   | 918694136         | N      |            280626 | 28749             | SERVICIO          |                 1 |
